source,year,month,monthname,category,artikel,med_headline_woerter,avg_headline_woerter,med_beschreibung_woerter
ABC News (AU),2021,4,04-Apr,Kriminalität,39,8.0,8.08,
ABC News (AU),2021,4,04-Apr,Politik,65,7.0,7.31,
ABC News (AU),2021,4,04-Apr,Sonstiges,557,8.0,7.48,
ABC News (AU),2021,4,04-Apr,Sport,21,9.0,8.67,
ABC News (AU),2021,4,04-Apr,Umwelt,27,7.0,7.15,
ABC News (AU),2021,4,04-Apr,Welt,18,7.5,7.67,
ABC News (AU),2021,4,04-Apr,Wirtschaft,10,8.0,8.2,
ABC News (AU),2021,5,05-May,Entertainment,5,8.0,8.0,
ABC News (AU),2021,5,05-May,Gesundheit,96,8.0,8.32,
ABC News (AU),2021,5,05-May,Kriminalität,45,8.0,7.62,
ABC News (AU),2021,5,05-May,Politik,81,8.0,7.88,
ABC News (AU),2021,5,05-May,Sonstiges,574,8.0,7.53,
ABC News (AU),2021,5,05-May,Sport,27,8.0,7.85,
ABC News (AU),2021,5,05-May,Umwelt,25,8.0,8.0,
ABC News (AU),2021,5,05-May,Welt,22,8.0,8.14,
ABC News (AU),2021,5,05-May,Wirtschaft,58,7.0,7.16,
ABC News (AU),2021,6,06-Jun,Entertainment,5,8.0,6.8,
ABC News (AU),2021,6,06-Jun,Gesundheit,124,8.0,8.27,
ABC News (AU),2021,6,06-Jun,Kriminalität,44,8.0,7.93,
ABC News (AU),2021,6,06-Jun,Politik,73,8.0,7.97,
ABC News (AU),2021,6,06-Jun,Sonstiges,652,8.0,7.41,
ABC News (AU),2021,6,06-Jun,Sport,21,8.0,8.1,
ABC News (AU),2021,6,06-Jun,Umwelt,24,8.0,7.83,
ABC News (AU),2021,6,06-Jun,Welt,28,8.0,7.82,
ABC News (AU),2021,6,06-Jun,Wirtschaft,18,8.0,8.39,
ABC News (AU),2021,7,07-Jul,Entertainment,7,7.0,7.0,
ABC News (AU),2021,7,07-Jul,Gesundheit,191,8.0,8.26,
ABC News (AU),2021,7,07-Jul,Kriminalität,38,8.0,7.82,
ABC News (AU),2021,7,07-Jul,Politik,46,7.0,7.52,
ABC News (AU),2021,7,07-Jul,Sonstiges,625,7.0,7.35,
ABC News (AU),2021,7,07-Jul,Sport,22,8.0,7.73,
ABC News (AU),2021,7,07-Jul,Umwelt,17,8.0,7.41,
ABC News (AU),2021,7,07-Jul,Welt,23,8.0,8.3,
ABC News (AU),2021,7,07-Jul,Wirtschaft,16,8.0,7.81,
ABC News (AU),2021,8,08-Aug,Entertainment,9,8.0,7.67,
ABC News (AU),2021,8,08-Aug,Gesundheit,192,8.0,8.23,
ABC News (AU),2021,8,08-Aug,Kriminalität,17,7.0,7.29,
ABC News (AU),2021,8,08-Aug,Politik,45,8.0,7.49,
ABC News (AU),2021,8,08-Aug,Sonstiges,721,7.0,7.28,
ABC News (AU),2021,8,08-Aug,Sport,22,8.0,8.45,
ABC News (AU),2021,8,08-Aug,Umwelt,16,7.0,6.94,
ABC News (AU),2021,8,08-Aug,Welt,29,8.0,7.72,
ABC News (AU),2021,8,08-Aug,Wirtschaft,19,8.0,7.89,
ABC News (AU),2021,9,09-Sep,Entertainment,13,8.0,8.38,
ABC News (AU),2021,9,09-Sep,Gesundheit,167,8.0,8.28,
ABC News (AU),2021,9,09-Sep,Kriminalität,51,7.0,7.67,
ABC News (AU),2021,9,09-Sep,Politik,47,8.0,7.81,
ABC News (AU),2021,9,09-Sep,Sonstiges,690,8.0,7.47,
ABC News (AU),2021,9,09-Sep,Sport,19,9.0,8.37,
ABC News (AU),2021,9,09-Sep,Umwelt,22,8.0,7.86,
ABC News (AU),2021,9,09-Sep,Welt,22,7.0,7.55,
ABC News (AU),2021,9,09-Sep,Wirtschaft,20,8.0,7.35,
ABC News (AU),2021,10,10-Oct,Entertainment,17,9.0,8.47,
ABC News (AU),2021,10,10-Oct,Gesundheit,125,8.0,8.36,
ABC News (AU),2021,10,10-Oct,Kriminalität,27,8.0,8.07,
ABC News (AU),2021,10,10-Oct,Politik,65,7.0,7.35,
ABC News (AU),2021,10,10-Oct,Sonstiges,675,8.0,7.45,
ABC News (AU),2021,10,10-Oct,Sport,14,7.0,7.79,
ABC News (AU),2021,10,10-Oct,Umwelt,23,8.0,7.7,
ABC News (AU),2021,10,10-Oct,Welt,24,8.0,7.92,
ABC News (AU),2021,10,10-Oct,Wirtschaft,18,8.0,7.94,
ABC News (AU),2021,11,11-Nov,Entertainment,12,8.0,7.92,
ABC News (AU),2021,11,11-Nov,Gesundheit,88,8.0,8.43,
ABC News (AU),2021,11,11-Nov,Kriminalität,60,8.0,8.23,
ABC News (AU),2021,11,11-Nov,Politik,67,8.0,7.69,
ABC News (AU),2021,11,11-Nov,Sonstiges,652,8.0,7.55,
ABC News (AU),2021,11,11-Nov,Sport,26,8.0,8.38,
ABC News (AU),2021,11,11-Nov,Umwelt,36,7.0,7.17,
ABC News (AU),2021,11,11-Nov,Welt,15,8.0,8.0,
ABC News (AU),2021,11,11-Nov,Wirtschaft,12,8.5,8.17,
ABC News (AU),2021,12,12-Dec,Entertainment,9,8.0,8.11,
ABC News (AU),2021,12,12-Dec,Gesundheit,146,8.0,8.03,
ABC News (AU),2021,12,12-Dec,Kriminalität,45,8.0,7.56,
ABC News (AU),2021,12,12-Dec,Politik,82,8.0,7.71,
ABC News (AU),2021,12,12-Dec,Sonstiges,738,7.0,7.45,
ABC News (AU),2021,12,12-Dec,Sport,8,8.0,7.62,
ABC News (AU),2021,12,12-Dec,Umwelt,23,7.0,7.13,
ABC News (AU),2021,12,12-Dec,Welt,20,7.0,7.15,
ABC News (AU),2021,12,12-Dec,Wirtschaft,23,8.0,7.61,
HuffPost (US),2012,1,01-Jan,Entertainment,16,10.5,11.0,21.5
HuffPost (US),2012,1,01-Jan,Essen,13,7.0,7.23,22.0
HuffPost (US),2012,1,01-Jan,Familie,55,7.0,8.0,24.0
HuffPost (US),2012,1,01-Jan,Gesellschaft,27,8.0,8.26,23.0
HuffPost (US),2012,1,01-Jan,Gesundheit,51,8.0,8.22,25.0
HuffPost (US),2012,1,01-Jan,Kunst,3,14.0,11.67,21.0
HuffPost (US),2012,1,01-Jan,Reisen,37,8.0,8.51,23.0
HuffPost (US),2012,1,01-Jan,Sport,9,10.0,11.22,20.0
HuffPost (US),2012,1,01-Jan,Style & Beauty,67,10.0,9.84,21.0
HuffPost (US),2012,1,01-Jan,Umwelt,25,8.0,7.96,21.0
HuffPost (US),2012,1,01-Jan,Wirtschaft,12,8.0,8.17,22.0
HuffPost (US),2012,1,01-Jan,Wohnen,16,7.5,7.75,22.0
HuffPost (US),2012,2,02-Feb,Entertainment,103,10.0,10.4,21.0
HuffPost (US),2012,2,02-Feb,Essen,124,6.0,6.4,23.5
HuffPost (US),2012,2,02-Feb,Familie,495,8.0,8.15,23.0
HuffPost (US),2012,2,02-Feb,Gesellschaft,111,9.0,9.39,22.0
HuffPost (US),2012,2,02-Feb,Gesundheit,562,8.0,8.27,25.0
HuffPost (US),2012,2,02-Feb,Kriminalität,15,10.0,10.4,21.0
HuffPost (US),2012,2,02-Feb,Kunst,25,8.0,8.92,22.0
HuffPost (US),2012,2,02-Feb,Reisen,239,8.0,8.04,23.0
HuffPost (US),2012,2,02-Feb,Sport,9,11.0,10.89,23.0
HuffPost (US),2012,2,02-Feb,Style & Beauty,640,10.0,10.01,21.0
HuffPost (US),2012,2,02-Feb,Umwelt,105,9.0,9.72,21.0
HuffPost (US),2012,2,02-Feb,Wirtschaft,74,9.0,8.85,22.0
HuffPost (US),2012,2,02-Feb,Wohnen,188,7.0,7.69,22.0
HuffPost (US),2012,3,03-Mar,Entertainment,80,10.0,10.56,21.0
HuffPost (US),2012,3,03-Mar,Essen,123,6.0,6.8,22.0
HuffPost (US),2012,3,03-Mar,Familie,485,8.0,8.25,26.0
HuffPost (US),2012,3,03-Mar,Gesellschaft,85,10.0,10.51,23.0
HuffPost (US),2012,3,03-Mar,Gesundheit,592,8.0,8.27,25.0
HuffPost (US),2012,3,03-Mar,Kriminalität,14,11.0,10.86,24.0
HuffPost (US),2012,3,03-Mar,Kunst,21,10.0,9.86,21.0
HuffPost (US),2012,3,03-Mar,Reisen,280,8.0,7.85,23.0
HuffPost (US),2012,3,03-Mar,Sport,32,10.0,9.94,20.0
HuffPost (US),2012,3,03-Mar,Style & Beauty,604,10.0,9.75,22.0
HuffPost (US),2012,3,03-Mar,Umwelt,125,9.0,8.73,21.0
HuffPost (US),2012,3,03-Mar,Wirtschaft,244,9.0,9.02,22.5
HuffPost (US),2012,3,03-Mar,Wohnen,195,7.0,7.81,22.0
HuffPost (US),2012,4,04-Apr,Entertainment,93,10.0,10.04,22.0
HuffPost (US),2012,4,04-Apr,Essen,114,7.0,6.63,23.0
HuffPost (US),2012,4,04-Apr,Familie,530,9.0,8.65,23.0
HuffPost (US),2012,4,04-Apr,Gesellschaft,109,10.0,10.2,23.0
HuffPost (US),2012,4,04-Apr,Gesundheit,601,8.0,7.91,27.0
HuffPost (US),2012,4,04-Apr,Kriminalität,8,12.5,12.0,21.5
HuffPost (US),2012,4,04-Apr,Kunst,25,10.0,9.6,21.0
HuffPost (US),2012,4,04-Apr,Reisen,262,8.0,8.18,23.0
HuffPost (US),2012,4,04-Apr,Sport,11,12.0,11.91,23.0
HuffPost (US),2012,4,04-Apr,Style & Beauty,557,10.0,10.06,22.0
HuffPost (US),2012,4,04-Apr,Umwelt,117,9.0,9.12,22.0
HuffPost (US),2012,4,04-Apr,Wirtschaft,209,9.0,9.1,22.0
HuffPost (US),2012,4,04-Apr,Wohnen,133,10.0,9.68,22.0
HuffPost (US),2012,5,05-May,Entertainment,94,10.0,10.12,22.0
HuffPost (US),2012,5,05-May,Essen,133,8.0,7.58,23.0
HuffPost (US),2012,5,05-May,Familie,591,9.0,8.7,23.0
HuffPost (US),2012,5,05-May,Gesellschaft,132,9.0,9.86,29.5
HuffPost (US),2012,5,05-May,Gesundheit,641,8.0,7.85,25.0
HuffPost (US),2012,5,05-May,Kriminalität,15,12.0,11.53,21.0
HuffPost (US),2012,5,05-May,Kunst,27,10.0,9.33,21.0
HuffPost (US),2012,5,05-May,Reisen,259,8.0,8.15,22.0
HuffPost (US),2012,5,05-May,Sport,24,12.0,11.62,22.0
HuffPost (US),2012,5,05-May,Style & Beauty,566,11.0,11.13,22.0
HuffPost (US),2012,5,05-May,Umwelt,96,9.0,9.28,22.0
HuffPost (US),2012,5,05-May,Wirtschaft,213,9.0,9.62,22.0
HuffPost (US),2012,5,05-May,Wohnen,108,10.0,10.34,22.0
HuffPost (US),2012,6,06-Jun,Entertainment,95,10.0,10.31,22.0
HuffPost (US),2012,6,06-Jun,Essen,130,8.0,8.18,22.0
HuffPost (US),2012,6,06-Jun,Familie,565,8.0,8.62,23.0
HuffPost (US),2012,6,06-Jun,Gesellschaft,78,9.0,9.94,22.0
HuffPost (US),2012,6,06-Jun,Gesundheit,714,8.0,8.02,27.0
HuffPost (US),2012,6,06-Jun,Kriminalität,25,12.0,11.2,20.0
HuffPost (US),2012,6,06-Jun,Kunst,31,9.0,9.03,23.0
HuffPost (US),2012,6,06-Jun,Reisen,263,8.0,8.15,22.0
HuffPost (US),2012,6,06-Jun,Sport,14,11.5,11.43,21.5
HuffPost (US),2012,6,06-Jun,Style & Beauty,433,11.0,10.46,21.0
HuffPost (US),2012,6,06-Jun,Umwelt,108,9.0,9.2,21.0
HuffPost (US),2012,6,06-Jun,Wirtschaft,217,9.0,9.39,22.0
HuffPost (US),2012,6,06-Jun,Wohnen,119,9.0,9.95,22.0
HuffPost (US),2012,7,07-Jul,Entertainment,116,11.0,10.98,22.0
HuffPost (US),2012,7,07-Jul,Essen,139,7.0,7.29,23.0
HuffPost (US),2012,7,07-Jul,Familie,503,9.0,8.72,23.0
HuffPost (US),2012,7,07-Jul,Gesellschaft,102,11.0,10.62,23.0
HuffPost (US),2012,7,07-Jul,Gesundheit,693,8.0,7.95,28.0
HuffPost (US),2012,7,07-Jul,Kriminalität,18,10.5,10.78,21.5
HuffPost (US),2012,7,07-Jul,Kunst,33,8.0,8.48,20.0
HuffPost (US),2012,7,07-Jul,Reisen,358,8.0,7.92,24.5
HuffPost (US),2012,7,07-Jul,Sport,2,13.0,13.0,20.0
HuffPost (US),2012,7,07-Jul,Style & Beauty,433,11.0,10.62,21.0
HuffPost (US),2012,7,07-Jul,Umwelt,130,10.0,9.83,21.5
HuffPost (US),2012,7,07-Jul,Wirtschaft,207,9.0,9.26,22.0
HuffPost (US),2012,7,07-Jul,Wohnen,132,10.5,10.63,22.0
HuffPost (US),2012,8,08-Aug,Entertainment,85,11.0,11.35,21.0
HuffPost (US),2012,8,08-Aug,Essen,171,7.0,7.09,23.0
HuffPost (US),2012,8,08-Aug,Familie,559,9.0,8.79,23.0
HuffPost (US),2012,8,08-Aug,Gesellschaft,61,11.0,10.9,23.0
HuffPost (US),2012,8,08-Aug,Gesundheit,675,7.0,7.87,27.0
HuffPost (US),2012,8,08-Aug,Kriminalität,21,12.0,12.48,21.0
HuffPost (US),2012,8,08-Aug,Kunst,30,11.0,10.97,22.5
HuffPost (US),2012,8,08-Aug,Reisen,334,8.0,8.03,25.0
HuffPost (US),2012,8,08-Aug,Sport,5,12.0,11.8,22.0
HuffPost (US),2012,8,08-Aug,Style & Beauty,492,11.0,10.73,21.0
HuffPost (US),2012,8,08-Aug,Umwelt,85,10.0,10.18,22.0
HuffPost (US),2012,8,08-Aug,Wirtschaft,233,9.0,9.24,22.0
HuffPost (US),2012,8,08-Aug,Wohnen,110,12.0,11.6,22.0
HuffPost (US),2012,9,09-Sep,Entertainment,118,10.0,10.21,21.0
HuffPost (US),2012,9,09-Sep,Essen,224,7.0,7.57,23.0
HuffPost (US),2012,9,09-Sep,Familie,474,8.0,8.5,24.0
HuffPost (US),2012,9,09-Sep,Gesellschaft,88,11.0,10.75,22.0
HuffPost (US),2012,9,09-Sep,Gesundheit,647,7.0,8.0,27.0
HuffPost (US),2012,9,09-Sep,Kriminalität,21,10.0,9.86,20.0
HuffPost (US),2012,9,09-Sep,Kunst,36,11.0,10.78,22.0
HuffPost (US),2012,9,09-Sep,Reisen,293,7.0,7.7,23.0
HuffPost (US),2012,9,09-Sep,Sport,42,13.0,12.0,22.0
HuffPost (US),2012,9,09-Sep,Style & Beauty,400,12.0,11.66,21.0
HuffPost (US),2012,9,09-Sep,Umwelt,123,10.0,10.24,22.0
HuffPost (US),2012,9,09-Sep,Wirtschaft,191,9.0,9.25,22.0
HuffPost (US),2012,9,09-Sep,Wohnen,118,10.0,10.8,21.0
HuffPost (US),2012,10,10-Oct,Entertainment,125,10.0,10.1,22.0
HuffPost (US),2012,10,10-Oct,Essen,265,8.0,7.68,15.0
HuffPost (US),2012,10,10-Oct,Familie,524,9.0,8.42,23.0
HuffPost (US),2012,10,10-Oct,Gesellschaft,85,9.0,9.98,24.0
HuffPost (US),2012,10,10-Oct,Gesundheit,692,8.0,7.98,31.0
HuffPost (US),2012,10,10-Oct,Kriminalität,24,12.0,11.42,20.0
HuffPost (US),2012,10,10-Oct,Kunst,37,12.0,10.65,22.0
HuffPost (US),2012,10,10-Oct,Reisen,295,7.0,7.54,24.0
HuffPost (US),2012,10,10-Oct,Sport,49,12.0,11.82,22.0
HuffPost (US),2012,10,10-Oct,Style & Beauty,360,11.0,11.07,11.0
HuffPost (US),2012,10,10-Oct,Umwelt,101,10.0,9.77,22.0
HuffPost (US),2012,10,10-Oct,Wirtschaft,181,9.0,9.55,22.0
HuffPost (US),2012,10,10-Oct,Wohnen,166,10.0,10.32,12.0
HuffPost (US),2012,11,11-Nov,Entertainment,130,11.0,10.52,21.5
HuffPost (US),2012,11,11-Nov,Essen,203,7.0,7.52,12.0
HuffPost (US),2012,11,11-Nov,Familie,536,8.0,8.55,23.0
HuffPost (US),2012,11,11-Nov,Gesellschaft,98,9.0,8.99,28.5
HuffPost (US),2012,11,11-Nov,Gesundheit,618,8.0,8.14,31.0
HuffPost (US),2012,11,11-Nov,Kriminalität,11,11.0,11.64,20.0
HuffPost (US),2012,11,11-Nov,Kunst,38,9.5,10.0,22.0
HuffPost (US),2012,11,11-Nov,Reisen,311,7.0,7.7,24.0
HuffPost (US),2012,11,11-Nov,Sport,28,13.0,13.0,21.5
HuffPost (US),2012,11,11-Nov,Style & Beauty,323,11.0,10.86,8.0
HuffPost (US),2012,11,11-Nov,Umwelt,127,10.0,10.2,21.0
HuffPost (US),2012,11,11-Nov,Wirtschaft,179,10.0,9.82,22.0
HuffPost (US),2012,11,11-Nov,Wohnen,173,10.0,9.59,7.0
HuffPost (US),2012,12,12-Dec,Entertainment,111,10.0,10.04,22.0
HuffPost (US),2012,12,12-Dec,Essen,184,7.0,7.28,20.0
HuffPost (US),2012,12,12-Dec,Familie,559,8.0,8.48,24.0
HuffPost (US),2012,12,12-Dec,Gesellschaft,137,9.0,9.72,25.0
HuffPost (US),2012,12,12-Dec,Gesundheit,651,8.0,8.29,34.0
HuffPost (US),2012,12,12-Dec,Kriminalität,27,11.0,10.81,21.0
HuffPost (US),2012,12,12-Dec,Kunst,37,12.0,10.78,22.0
HuffPost (US),2012,12,12-Dec,Reisen,298,7.0,7.87,30.5
HuffPost (US),2012,12,12-Dec,Sport,46,12.0,11.33,22.0
HuffPost (US),2012,12,12-Dec,Style & Beauty,315,11.0,10.55,9.0
HuffPost (US),2012,12,12-Dec,Umwelt,127,10.0,10.08,21.0
HuffPost (US),2012,12,12-Dec,Wirtschaft,153,9.0,9.3,22.0
HuffPost (US),2012,12,12-Dec,Wohnen,162,10.0,10.27,8.0
HuffPost (US),2013,1,01-Jan,Entertainment,105,11.0,10.3,21.0
HuffPost (US),2013,1,01-Jan,Essen,276,8.0,7.82,15.0
HuffPost (US),2013,1,01-Jan,Familie,691,9.0,8.87,23.0
HuffPost (US),2013,1,01-Jan,Gesellschaft,138,10.0,9.8,30.0
HuffPost (US),2013,1,01-Jan,Gesundheit,712,7.0,7.86,30.0
HuffPost (US),2013,1,01-Jan,Kriminalität,22,12.0,10.41,21.0
HuffPost (US),2013,1,01-Jan,Kunst,40,11.0,10.7,22.0
HuffPost (US),2013,1,01-Jan,Reisen,288,8.0,8.09,25.0
HuffPost (US),2013,1,01-Jan,Sport,39,12.0,11.51,21.0
HuffPost (US),2013,1,01-Jan,Style & Beauty,263,11.0,10.59,19.0
HuffPost (US),2013,1,01-Jan,Umwelt,113,10.0,10.42,22.0
HuffPost (US),2013,1,01-Jan,Wirtschaft,81,10.0,9.98,21.0
HuffPost (US),2013,1,01-Jan,Wohnen,179,11.0,10.71,7.0
HuffPost (US),2013,2,02-Feb,Entertainment,109,10.0,10.23,23.0
HuffPost (US),2013,2,02-Feb,Essen,306,7.0,7.51,15.0
HuffPost (US),2013,2,02-Feb,Familie,556,8.5,8.59,23.0
HuffPost (US),2013,2,02-Feb,Gesellschaft,100,11.0,10.37,22.0
HuffPost (US),2013,2,02-Feb,Gesundheit,610,8.0,7.78,32.0
HuffPost (US),2013,2,02-Feb,Kriminalität,15,13.0,12.13,21.0
HuffPost (US),2013,2,02-Feb,Kunst,41,13.0,11.15,23.0
HuffPost (US),2013,2,02-Feb,Reisen,236,8.0,8.39,22.0
HuffPost (US),2013,2,02-Feb,Sport,34,12.0,12.03,21.0
HuffPost (US),2013,2,02-Feb,Style & Beauty,315,11.0,10.91,21.0
HuffPost (US),2013,2,02-Feb,Umwelt,106,9.0,9.61,22.0
HuffPost (US),2013,2,02-Feb,Wirtschaft,100,9.0,9.58,21.0
HuffPost (US),2013,2,02-Feb,Wohnen,157,11.0,11.07,9.0
HuffPost (US),2013,3,03-Mar,Entertainment,144,10.0,9.83,22.0
HuffPost (US),2013,3,03-Mar,Essen,322,7.0,7.47,16.0
HuffPost (US),2013,3,03-Mar,Familie,667,9.0,8.81,23.0
HuffPost (US),2013,3,03-Mar,Gesellschaft,113,10.0,10.02,25.0
HuffPost (US),2013,3,03-Mar,Gesundheit,679,8.0,8.17,32.0
HuffPost (US),2013,3,03-Mar,Kriminalität,11,12.0,11.73,21.0
HuffPost (US),2013,3,03-Mar,Kunst,68,12.0,11.0,21.0
HuffPost (US),2013,3,03-Mar,Reisen,284,8.0,8.4,23.0
HuffPost (US),2013,3,03-Mar,Sport,28,11.5,11.0,22.0
HuffPost (US),2013,3,03-Mar,Style & Beauty,259,11.0,10.52,21.0
HuffPost (US),2013,3,03-Mar,Umwelt,113,11.0,10.25,21.0
HuffPost (US),2013,3,03-Mar,Wirtschaft,73,10.0,9.99,21.0
HuffPost (US),2013,3,03-Mar,Wohnen,161,12.0,11.68,12.0
HuffPost (US),2013,4,04-Apr,Entertainment,89,10.0,9.65,22.0
HuffPost (US),2013,4,04-Apr,Essen,278,7.0,7.63,16.0
HuffPost (US),2013,4,04-Apr,Familie,740,9.0,9.16,23.0
HuffPost (US),2013,4,04-Apr,Gesellschaft,71,10.0,9.58,22.0
HuffPost (US),2013,4,04-Apr,Gesundheit,703,8.0,8.16,31.0
HuffPost (US),2013,4,04-Apr,Kriminalität,23,10.0,8.65,23.0
HuffPost (US),2013,4,04-Apr,Kunst,63,8.0,8.62,21.0
HuffPost (US),2013,4,04-Apr,Reisen,255,7.0,7.8,31.0
HuffPost (US),2013,4,04-Apr,Sport,1,10.0,10.0,25.0
HuffPost (US),2013,4,04-Apr,Style & Beauty,317,10.0,10.33,22.0
HuffPost (US),2013,4,04-Apr,Umwelt,96,11.0,10.42,22.0
HuffPost (US),2013,4,04-Apr,Wirtschaft,71,10.0,10.11,20.0
HuffPost (US),2013,4,04-Apr,Wohnen,188,11.0,11.27,15.0
HuffPost (US),2013,5,05-May,Entertainment,138,10.0,10.07,21.0
HuffPost (US),2013,5,05-May,Essen,284,7.0,7.79,12.0
HuffPost (US),2013,5,05-May,Familie,783,9.0,9.25,23.0
HuffPost (US),2013,5,05-May,Gesellschaft,106,10.0,9.79,23.0
HuffPost (US),2013,5,05-May,Gesundheit,633,8.0,7.92,30.0
HuffPost (US),2013,5,05-May,Kriminalität,19,10.0,10.05,20.0
HuffPost (US),2013,5,05-May,Kunst,68,9.0,8.78,21.0
HuffPost (US),2013,5,05-May,Reisen,250,8.0,7.95,24.0
HuffPost (US),2013,5,05-May,Sport,5,11.0,10.8,21.0
HuffPost (US),2013,5,05-May,Style & Beauty,273,11.0,10.15,21.0
HuffPost (US),2013,5,05-May,Umwelt,109,10.0,10.05,21.0
HuffPost (US),2013,5,05-May,Wirtschaft,78,10.0,9.87,21.0
HuffPost (US),2013,5,05-May,Wohnen,203,11.0,10.67,17.0
HuffPost (US),2013,6,06-Jun,Entertainment,135,11.0,10.78,22.0
HuffPost (US),2013,6,06-Jun,Essen,246,7.0,7.8,12.0
HuffPost (US),2013,6,06-Jun,Familie,678,9.0,9.06,23.0
HuffPost (US),2013,6,06-Jun,Gesellschaft,144,10.0,9.83,23.0
HuffPost (US),2013,6,06-Jun,Gesundheit,603,8.0,8.09,25.0
HuffPost (US),2013,6,06-Jun,Kriminalität,12,13.0,12.25,21.0
HuffPost (US),2013,6,06-Jun,Kunst,35,11.0,10.03,22.0
HuffPost (US),2013,6,06-Jun,Reisen,275,7.0,8.12,25.0
HuffPost (US),2013,6,06-Jun,Sport,7,12.0,12.14,21.0
HuffPost (US),2013,6,06-Jun,Style & Beauty,258,10.0,9.84,21.0
HuffPost (US),2013,6,06-Jun,Umwelt,143,10.0,10.28,21.0
HuffPost (US),2013,6,06-Jun,Wirtschaft,64,9.0,9.28,22.0
HuffPost (US),2013,6,06-Jun,Wohnen,196,11.0,10.23,19.0
HuffPost (US),2013,7,07-Jul,Entertainment,136,11.0,11.16,22.0
HuffPost (US),2013,7,07-Jul,Essen,297,7.0,7.66,13.0
HuffPost (US),2013,7,07-Jul,Familie,673,9.0,9.22,23.0
HuffPost (US),2013,7,07-Jul,Gesellschaft,130,10.0,9.99,23.0
HuffPost (US),2013,7,07-Jul,Gesundheit,641,8.0,8.06,25.0
HuffPost (US),2013,7,07-Jul,Kriminalität,28,11.0,10.5,22.0
HuffPost (US),2013,7,07-Jul,Kunst,46,7.0,8.13,21.0
HuffPost (US),2013,7,07-Jul,Reisen,285,8.0,8.37,27.0
HuffPost (US),2013,7,07-Jul,Sport,7,9.0,9.57,22.0
HuffPost (US),2013,7,07-Jul,Style & Beauty,267,10.0,9.97,22.0
HuffPost (US),2013,7,07-Jul,Umwelt,109,11.0,10.26,22.0
HuffPost (US),2013,7,07-Jul,Wirtschaft,80,10.0,9.86,22.0
HuffPost (US),2013,7,07-Jul,Wohnen,240,12.0,11.06,19.0
HuffPost (US),2013,8,08-Aug,Entertainment,100,11.0,11.29,21.0
HuffPost (US),2013,8,08-Aug,Essen,318,8.0,8.05,12.0
HuffPost (US),2013,8,08-Aug,Familie,679,9.0,9.26,23.0
HuffPost (US),2013,8,08-Aug,Gesellschaft,103,10.0,10.15,23.0
HuffPost (US),2013,8,08-Aug,Gesundheit,595,8.0,8.16,24.0
HuffPost (US),2013,8,08-Aug,Kriminalität,11,10.0,11.27,21.0
HuffPost (US),2013,8,08-Aug,Kunst,36,9.0,9.14,23.5
HuffPost (US),2013,8,08-Aug,Reisen,328,8.0,8.15,26.0
HuffPost (US),2013,8,08-Aug,Sport,33,12.0,11.27,22.0
HuffPost (US),2013,8,08-Aug,Style & Beauty,264,10.0,10.2,22.0
HuffPost (US),2013,8,08-Aug,Umwelt,103,10.0,9.43,21.0
HuffPost (US),2013,8,08-Aug,Wirtschaft,52,9.0,9.19,21.0
HuffPost (US),2013,8,08-Aug,Wohnen,285,11.0,11.06,20.0
HuffPost (US),2013,9,09-Sep,Entertainment,107,11.0,11.02,22.0
HuffPost (US),2013,9,09-Sep,Essen,259,8.0,8.27,12.0
HuffPost (US),2013,9,09-Sep,Familie,579,9.0,9.14,24.0
HuffPost (US),2013,9,09-Sep,Gesellschaft,110,10.0,9.92,23.0
HuffPost (US),2013,9,09-Sep,Gesundheit,674,8.0,8.51,24.0
HuffPost (US),2013,9,09-Sep,Kriminalität,14,12.0,11.5,21.0
HuffPost (US),2013,9,09-Sep,Kunst,38,8.0,8.47,22.0
HuffPost (US),2013,9,09-Sep,Reisen,257,8.0,7.86,30.0
HuffPost (US),2013,9,09-Sep,Sport,29,13.0,12.38,22.0
HuffPost (US),2013,9,09-Sep,Style & Beauty,365,11.0,10.53,22.0
HuffPost (US),2013,9,09-Sep,Umwelt,116,10.0,9.97,21.0
HuffPost (US),2013,9,09-Sep,Wirtschaft,65,9.0,9.46,21.0
HuffPost (US),2013,9,09-Sep,Wohnen,218,11.0,10.72,21.0
HuffPost (US),2013,10,10-Oct,Entertainment,92,11.0,11.07,21.0
HuffPost (US),2013,10,10-Oct,Essen,320,8.0,8.63,14.0
HuffPost (US),2013,10,10-Oct,Familie,616,9.0,9.07,25.0
HuffPost (US),2013,10,10-Oct,Gesellschaft,111,9.0,9.32,26.0
HuffPost (US),2013,10,10-Oct,Gesundheit,726,8.0,8.08,26.0
HuffPost (US),2013,10,10-Oct,Kriminalität,12,12.0,12.83,21.0
HuffPost (US),2013,10,10-Oct,Kunst,32,8.0,8.25,23.0
HuffPost (US),2013,10,10-Oct,Reisen,337,8.0,8.19,31.0
HuffPost (US),2013,10,10-Oct,Sport,41,13.0,12.39,21.0
HuffPost (US),2013,10,10-Oct,Style & Beauty,313,10.0,10.35,21.0
HuffPost (US),2013,10,10-Oct,Umwelt,94,10.0,9.37,21.0
HuffPost (US),2013,10,10-Oct,Wirtschaft,43,9.0,8.63,22.0
HuffPost (US),2013,10,10-Oct,Wohnen,216,10.0,9.65,21.0
HuffPost (US),2013,11,11-Nov,Entertainment,163,10.0,10.01,22.0
